Ticker,Name,Sector,Industry,Large Growth,Large Value,Small Growth,Small Value,Market 3000,Midcap,Mid Growth,Mid Value,Top 200 stocks,10-20 Year Treasury Bond,1-3 Year Treasury Bond,20 Year Treasury Bond,3-7 Year Treasury Bond ,7-10 Year Treasury Bond ,Agency Bond ,500 Quality ,Global Water  , Senior Loan , Taxable Municipal Bond , Water Resources ,Clean Energy ,Emerging Markets Bond , MBS ,Brazil ,China ,NextGen Real Estate ,Merger Arbitrage ,China Internet ,Global Carbon,Cancer Immunotherapy ,China BioPharma ,Materials Select Sector,Inflation Expectations ,Natural Gas, VIX Mid-Term Futures ,Global Robotics and Automation  ,Sports Betting & iGaming ,Intl Large Company  ,Silver Trust,Corn ,Soybeans,Wheat ,Jets ,United States Natural Gas,Africa  ,Agribusiness , Environmental Services , Mortgage REIT Income , Semiconductor , Video Gaming and eSports , Emerging Markets Govt Bd Idx, Global ex-US Real Estate  Fd, Mega Cap 300 Value  ,Pharmaceuticals ,Semiconductor ,3D Printing ,Platinum,MLP,Dividend Dogs , Online Retail ,Cannabis ,ARK Innovation ,Dry Bulk Shipping ,Value and Momentum ,Communication Services,Consumer Discretionary,Consumer Staples,Work From Home ,Cyber Security ,Travel Tech ,Financials,Cloud Computing ,MicroCap  ,Industrials/Producer Drbls,North American Energy Infrastructure,Water ,South Korea ,Artificial Intelligence & Technology ,Health and Wellness ,Lithium & Battery Tech ,Uranium ,Health Care,Housing ,British Pound Strlng,Euro Trust,Japanese Yen Trust,Agriculture ,Precious Metals ,Healthcare Momentum ,BioTech & Genome ,Leisure & Entertainment ,Property & Casualty Insurance ,500 Quality , Solar ,Aluminum Strategy ,Nickel,Tin, Environmental Services , Uranium+Nuclear Energy ,Generative Artificial Intelligence ,Cybersecurity ,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Aerospace & Defense,Air Freight & Logistics,Automobile Components,Automobiles,Banks,Beverages,Biotechnology,Broadline Retail,Building Products,Capital Markets,Chemicals,Commercial Services & Supplies,Communications Equipment,Construction & Engineering,Construction Materials,Consumer Finance,Consumer Staples Distribution & Retail,Containers & Packaging,Distributors,Diversified Consumer Services,Diversified REITs,Diversified Telecommunication Services,Electric Utilities,Electrical Equipment,"Electronic Equipment, Instruments & Components",Energy Equipment & Services,Entertainment,Financial Services,Food Products,Gas Utilities,Ground Transportation,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care REITs,Health Care Technology,Hotel & Resort REITs,"Hotels, Restaurants & Leisure",Household Durables,Household Products,Independent Power and Renewable Electricity Producers,Industrial Conglomerates,Industrial REITs,Insurance,Interactive Media & Services,IT Services,Leisure Products,Life Sciences Tools & Services,Machinery,Marine Transportation,Media,Metals & Mining,Mortgage Real Estate Investment Trusts (REITs),Multi-Utilities,Office REITs,"Oil, Gas & Consumable Fuels",Paper & Forest Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Professional Services,Real Estate Management & Development,Residential REITs,Retail REITs,Semiconductors & Semiconductor Equipment,Software,Specialized REITs,Specialty Retail,"Technology Hardware, Storage & Peripherals","Textiles, Apparel & Luxury Goods",Tobacco,Trading Companies & Distributors,Transportation Infrastructure,Water Utilities,Wireless Telecommunication Services,Market
ABG,Asbury Automotive Group Inc,Consumer Discretionary,Specialty Retailers,0.35,0.62,0.65,0.72,0.53,0.66,0.57,0.67,0.42,0.24,0.17,0.24,0.22,0.24,0.22,0.42,0.56,0.30,0.28,0.58,0.64,0.33,0.28,0.33,0.24,0.55,0.35,0.25,0.07,0.50,0.12,0.46,-0.11,-0.04,-0.27,0.57,0.49,0.48,0.18,-0.07,0.00,0.00,0.53,-0.03,0.30,0.59,0.58,0.60,0.31,0.40,0.35,0.54,0.55,0.48,0.49,0.56,0.23,0.42,0.61,0.53,0.23,0.51,-0.06,0.62,0.35,0.48,0.32,0.47,0.42,0.49,0.53,0.44,0.64,0.66,0.43,0.60,0.26,0.39,0.44,0.39,0.17,0.30,0.66,0.28,0.26,0.19,0.09,0.18,0.43,0.47,0.55,0.15,0.42,0.60,0.05,0.26,0.00,0.58,0.27,0.33,0.29,0.58,0.67,0.54,0.45,0.63,0.53,0.68,0.56,0.54,0.59,0.43,0.55,0.46,0.62,0.39,0.59,0.40,0.49,0.51,0.60,0.58,0.62,0.61,0.58,0.59,0.42,0.62,0.50,0.50,0.32,0.49,0.57,0.48,0.33,0.64,0.60,0.43,0.47,0.59,0.48,0.43,0.59,0.50,0.53,0.45,0.43,0.45,0.60,0.60,0.39,0.49,0.48,0.53,0.47,0.51,0.50,0.64,0.51,0.66,0.29,0.62,0.43,0.54,0.30,0.57,0.44,0.45,0.48,0.42,0.45,0.56,0.55,0.47,0.57,0.47,0.52,0.53,0.69,0.44,0.58,0.38,0.63,0.35,0.40,0.27,0.65
ABM,ABM Industries Inc,Industrials,Professional & Commercial Services,0.27,0.40,0.42,0.46,0.38,0.42,0.38,0.44,0.33,0.20,0.25,0.19,0.23,0.23,0.24,0.33,0.41,0.02,0.18,0.42,0.34,0.28,0.24,0.32,0.15,0.35,0.19,0.13,0.14,0.26,0.09,0.34,-0.20,-0.03,-0.15,0.37,0.31,0.34,0.20,0.04,0.02,-0.02,0.25,-0.06,0.10,0.40,0.47,0.34,0.21,0.22,0.28,0.31,0.38,0.38,0.28,0.33,0.14,0.18,0.41,0.30,0.08,0.28,-0.05,0.29,0.23,0.26,0.36,0.31,0.29,0.27,0.37,0.25,0.42,0.39,0.35,0.45,0.22,0.26,0.32,0.26,0.08,0.32,0.36,0.16,0.21,0.17,0.01,0.19,0.26,0.44,0.35,0.15,0.33,0.30,-0.05,0.12,0.05,0.47,0.14,0.21,0.23,0.39,0.40,0.44,0.25,0.44,0.35,0.43,0.36,0.42,0.41,0.43,0.44,0.32,0.34,0.25,0.43,0.34,0.31,0.31,0.29,0.36,0.42,0.48,0.31,0.39,0.29,0.42,0.44,0.44,0.14,0.31,0.40,0.34,0.40,0.34,0.36,0.23,0.30,0.40,0.43,0.42,0.34,0.32,0.37,0.35,0.32,0.29,0.40,0.33,0.36,0.32,0.31,0.32,0.39,0.34,0.33,0.39,0.38,0.40,0.18,0.39,0.37,0.35,0.41,0.38,0.25,0.35,0.30,0.28,0.31,0.45,0.38,0.38,0.39,0.30,0.34,0.38,0.39,0.31,0.37,0.28,0.35,-0.05,0.41,0.27,0.43
ABNB,Airbnb Inc,Consumer Discretionary,Software & IT Services,0.54,0.52,0.56,0.51,0.60,0.58,0.60,0.55,0.57,0.21,0.14,0.22,0.20,0.21,0.19,0.55,0.48,0.22,0.26,0.47,0.47,0.41,0.27,0.33,0.32,0.43,0.26,0.29,0.10,0.37,0.11,0.43,-0.06,-0.02,-0.41,0.56,0.52,0.49,0.09,-0.08,0.02,-0.10,0.46,-0.01,0.38,0.45,0.42,0.46,0.44,0.52,0.41,0.47,0.48,0.44,0.49,0.46,0.18,0.28,0.48,0.57,0.23,0.56,-0.03,0.34,0.52,0.60,0.31,0.55,0.43,0.61,0.44,0.58,0.44,0.51,0.31,0.47,0.40,0.56,0.44,0.45,0.19,0.31,0.53,0.37,0.26,0.12,-0.05,0.08,0.42,0.41,0.66,0.08,0.55,0.46,-0.01,0.10,-0.03,0.42,0.24,0.31,0.24,0.49,0.54,0.41,0.32,0.45,0.42,0.49,0.54,0.42,0.50,0.33,0.40,0.39,0.48,0.32,0.38,0.38,0.37,0.53,0.45,0.51,0.45,0.41,0.43,0.43,0.38,0.49,0.36,0.39,0.33,0.48,0.40,0.32,0.23,0.48,0.48,0.29,0.44,0.53,0.34,0.31,0.42,0.47,0.43,0.28,0.43,0.52,0.56,0.48,0.24,0.40,0.44,0.43,0.31,0.51,0.54,0.43,0.41,0.43,0.26,0.44,0.35,0.44,0.24,0.47,0.31,0.32,0.40,0.36,0.36,0.40,0.54,0.38,0.39,0.48,0.52,0.41,0.47,0.51,0.44,0.28,0.47,0.30,0.30,0.30,0.52
ABR,Arbor Realty Trust Inc,Financials,Residential & Commercial REITs,0.32,0.56,0.57,0.65,0.48,0.59,0.52,0.59,0.38,0.30,0.22,0.32,0.27,0.29,0.27,0.39,0.49,0.38,0.37,0.46,0.57,0.41,0.35,0.39,0.36,0.48,0.40,0.33,0.09,0.49,0.17,0.42,-0.11,0.00,-0.29,0.52,0.45,0.52,0.24,-0.03,0.12,0.05,0.45,0.02,0.38,0.56,0.49,0.72,0.22,0.39,0.42,0.51,0.51,0.55,0.38,0.52,0.25,0.39,0.56,0.52,0.23,0.54,-0.04,0.50,0.33,0.47,0.38,0.42,0.37,0.53,0.48,0.40,0.59,0.53,0.46,0.52,0.29,0.37,0.45,0.46,0.24,0.34,0.59,0.30,0.34,0.14,0.09,0.20,0.45,0.50,0.50,0.11,0.39,0.51,0.07,0.13,0.02,0.49,0.28,0.28,0.26,0.57,0.60,0.56,0.45,0.61,0.51,0.58,0.51,0.50,0.56,0.43,0.48,0.46,0.51,0.42,0.55,0.45,0.47,0.54,0.48,0.58,0.53,0.54,0.46,0.49,0.40,0.61,0.48,0.45,0.33,0.51,0.51,0.46,0.34,0.53,0.52,0.42,0.50,0.56,0.47,0.44,0.54,0.44,0.49,0.48,0.43,0.47,0.56,0.52,0.41,0.45,0.42,0.50,0.44,0.50,0.49,0.50,0.53,0.56,0.35,0.56,0.43,0.67,0.32,0.57,0.45,0.40,0.42,0.50,0.47,0.53,0.48,0.47,0.52,0.39,0.50,0.44,0.57,0.35,0.57,0.40,0.51,0.19,0.38,0.28,0.61
ABT,Abbott Laboratories,Health Care,Healthcare Equipment & Supplies,0.15,0.42,0.33,0.28,0.30,0.35,0.33,0.34,0.25,0.16,0.19,0.16,0.17,0.16,0.18,0.30,0.32,0.17,0.17,0.37,0.22,0.24,0.18,0.30,0.09,0.35,0.13,0.10,-0.02,0.28,0.07,0.32,0.03,0.06,-0.20,0.28,0.21,0.28,0.14,-0.02,0.07,0.02,0.17,0.07,0.16,0.26,0.30,0.23,0.09,0.12,0.22,0.24,0.44,0.37,0.18,0.24,0.17,0.17,0.32,0.17,-0.02,0.20,0.07,0.16,0.11,0.17,0.39,0.19,0.18,0.19,0.33,0.15,0.21,0.30,0.28,0.37,0.14,0.16,0.14,0.07,0.14,0.52,0.31,0.26,0.22,0.06,-0.01,0.16,0.37,0.32,0.27,0.20,0.30,0.19,-0.13,0.17,-0.01,0.30,0.17,0.17,0.15,0.25,0.25,0.33,0.12,0.19,0.34,0.26,0.21,0.23,0.25,0.28,0.26,0.27,0.21,0.09,0.13,0.33,0.29,0.22,0.22,0.27,0.24,0.25,0.22,0.20,0.19,0.19,0.29,0.21,0.06,0.20,0.21,0.24,0.25,0.21,0.22,0.06,0.20,0.23,0.27,0.32,0.27,0.50,0.33,0.26,0.16,0.21,0.28,0.26,0.32,0.21,0.21,0.32,0.26,0.21,0.21,0.17,0.31,0.22,0.14,0.25,0.20,0.16,0.25,0.13,0.15,0.21,0.19,0.24,0.28,0.24,0.20,0.26,0.27,0.16,0.20,0.27,0.24,0.11,0.23,0.19,0.21,0.16,0.26,0.13,0.28
ABUS,Arbutus Biopharma Corp,Health Care,Pharmaceuticals,0.20,0.34,0.43,0.40,0.29,0.37,0.34,0.37,0.22,0.11,0.15,0.11,0.13,0.12,0.15,0.19,0.37,0.25,0.14,0.38,0.43,0.19,0.16,0.19,0.20,0.31,0.16,0.21,-0.04,0.48,0.14,0.36,-0.07,-0.12,-0.17,0.34,0.40,0.31,0.27,0.00,0.05,0.02,0.31,-0.13,0.17,0.36,0.33,0.32,0.15,0.22,0.20,0.31,0.28,0.38,0.27,0.35,0.19,0.11,0.31,0.31,0.22,0.35,0.05,0.36,0.21,0.29,0.14,0.33,0.26,0.27,0.30,0.31,0.38,0.37,0.18,0.38,0.19,0.26,0.17,0.32,0.10,0.25,0.35,0.24,0.23,0.12,0.04,0.19,0.47,0.41,0.34,0.16,0.19,0.37,0.03,0.16,0.03,0.33,0.16,0.21,0.18,0.41,0.39,0.33,0.19,0.37,0.52,0.44,0.38,0.41,0.36,0.30,0.40,0.38,0.38,0.26,0.32,0.29,0.51,0.31,0.38,0.40,0.43,0.39,0.34,0.41,0.28,0.38,0.26,0.31,0.22,0.28,0.32,0.37,0.22,0.44,0.38,0.19,0.33,0.39,0.29,0.28,0.38,0.47,0.39,0.28,0.36,0.29,0.38,0.38,0.25,0.36,0.34,0.37,0.32,0.37,0.38,0.37,0.42,0.39,0.29,0.38,0.37,0.32,0.19,0.29,0.17,0.20,0.34,0.26,0.53,0.32,0.38,0.30,0.33,0.32,0.36,0.32,0.35,0.29,0.30,0.21,0.38,0.15,0.31,0.33,0.46
ACA,Arcosa Inc,Industrials,Construction & Engineering,0.40,0.55,0.66,0.62,0.53,0.63,0.58,0.62,0.44,0.22,0.23,0.21,0.23,0.23,0.23,0.46,0.58,0.22,0.26,0.66,0.46,0.40,0.28,0.23,0.16,0.46,0.38,0.16,0.03,0.49,0.23,0.53,-0.11,-0.04,-0.29,0.56,0.50,0.49,0.29,-0.05,-0.04,-0.04,0.43,-0.01,0.23,0.43,0.51,0.46,0.35,0.36,0.41,0.43,0.48,0.50,0.46,0.45,0.32,0.14,0.46,0.42,0.12,0.41,0.04,0.57,0.36,0.45,0.24,0.44,0.43,0.47,0.47,0.49,0.61,0.68,0.30,0.66,0.34,0.42,0.27,0.35,0.26,0.34,0.61,0.34,0.36,0.18,-0.05,0.22,0.51,0.51,0.56,0.31,0.46,0.42,-0.01,0.09,-0.02,0.51,0.30,0.41,0.34,0.49,0.56,0.44,0.34,0.52,0.54,0.62,0.52,0.56,0.52,0.40,0.47,0.47,0.53,0.34,0.45,0.39,0.49,0.40,0.68,0.56,0.57,0.58,0.44,0.66,0.63,0.45,0.41,0.45,0.22,0.47,0.48,0.40,0.34,0.51,0.56,0.34,0.38,0.55,0.37,0.42,0.57,0.53,0.57,0.36,0.42,0.40,0.56,0.60,0.40,0.37,0.46,0.51,0.49,0.45,0.49,0.43,0.50,0.59,0.24,0.47,0.47,0.45,0.28,0.46,0.32,0.44,0.36,0.35,0.49,0.52,0.53,0.44,0.49,0.46,0.48,0.45,0.51,0.46,0.47,0.30,0.69,0.27,0.45,0.34,0.59
ACAD,ACADIA Pharmaceuticals Inc,Health Care,Biotechnology & Medical Research,0.17,0.22,0.31,0.30,0.22,0.25,0.24,0.25,0.18,0.15,0.13,0.14,0.16,0.16,0.15,0.17,0.25,0.07,0.09,0.23,0.30,0.16,0.15,0.18,0.05,0.21,0.22,0.01,0.02,0.32,0.05,0.18,-0.14,0.01,-0.17,0.20,0.19,0.17,0.17,-0.01,0.01,-0.03,0.17,0.00,0.15,0.24,0.28,0.22,0.10,0.13,0.16,0.19,0.22,0.36,0.17,0.24,0.08,0.13,0.20,0.18,0.11,0.24,-0.10,0.24,0.09,0.18,0.23,0.19,0.16,0.20,0.16,0.18,0.27,0.19,0.19,0.26,0.07,0.15,0.14,0.16,0.00,0.29,0.27,0.15,0.17,0.18,-0.02,0.16,0.32,0.51,0.18,-0.01,0.17,0.30,0.06,0.05,-0.01,0.28,0.03,0.18,0.19,0.21,0.25,0.26,0.14,0.25,0.37,0.26,0.23,0.27,0.26,0.28,0.26,0.16,0.24,0.19,0.25,0.26,0.37,0.13,0.18,0.22,0.24,0.26,0.15,0.20,0.14,0.25,0.26,0.21,0.08,0.21,0.23,0.14,0.22,0.28,0.22,0.19,0.13,0.27,0.23,0.22,0.14,0.32,0.30,0.24,0.28,0.12,0.25,0.23,0.16,0.29,0.16,0.25,0.13,0.21,0.24,0.22,0.32,0.25,0.02,0.23,0.26,0.23,0.25,0.22,0.11,0.22,0.23,0.17,0.31,0.28,0.27,0.25,0.23,0.19,0.23,0.21,0.25,0.18,0.18,0.14,0.20,0.02,0.28,0.12,0.30
ACCD,Accolade Inc,Health Care,Healthcare Providers & Services,0.28,0.45,0.52,0.51,0.40,0.51,0.49,0.50,0.33,0.27,0.20,0.25,0.26,0.27,0.26,0.29,0.48,0.21,0.28,0.46,0.49,0.34,0.28,0.30,0.22,0.37,0.28,0.21,0.08,0.42,0.14,0.38,-0.20,-0.01,-0.31,0.46,0.45,0.35,0.17,-0.01,0.02,-0.03,0.44,0.04,0.26,0.39,0.39,0.43,0.18,0.34,0.34,0.37,0.38,0.44,0.37,0.49,0.14,0.19,0.45,0.45,0.13,0.51,-0.11,0.42,0.28,0.42,0.30,0.42,0.38,0.44,0.35,0.40,0.45,0.49,0.30,0.49,0.27,0.34,0.37,0.37,0.20,0.27,0.50,0.27,0.31,0.24,0.07,0.14,0.41,0.43,0.44,0.05,0.29,0.46,0.12,0.13,-0.02,0.39,0.21,0.24,0.26,0.44,0.52,0.46,0.24,0.40,0.49,0.49,0.49,0.41,0.42,0.33,0.40,0.37,0.47,0.34,0.35,0.43,0.44,0.46,0.48,0.39,0.42,0.41,0.46,0.39,0.36,0.46,0.33,0.36,0.23,0.46,0.39,0.32,0.23,0.47,0.47,0.23,0.38,0.45,0.40,0.31,0.44,0.52,0.52,0.35,0.45,0.31,0.50,0.49,0.35,0.38,0.38,0.38,0.30,0.42,0.46,0.47,0.48,0.49,0.09,0.43,0.35,0.38,0.24,0.39,0.24,0.31,0.41,0.42,0.39,0.40,0.45,0.33,0.38,0.37,0.49,0.34,0.47,0.34,0.48,0.24,0.43,0.29,0.35,0.25,0.51
ACCO,ACCO Brands Corp,Industrials,Professional & Commercial Services,0.21,0.52,0.49,0.58,0.39,0.50,0.37,0.54,0.29,0.20,0.20,0.20,0.22,0.22,0.21,0.28,0.46,0.22,0.26,0.44,0.52,0.29,0.23,0.34,0.21,0.48,0.30,0.21,0.00,0.40,0.04,0.44,-0.19,-0.01,-0.24,0.43,0.37,0.42,0.16,-0.10,-0.02,-0.07,0.41,0.05,0.17,0.53,0.41,0.46,0.19,0.27,0.30,0.47,0.48,0.43,0.35,0.44,0.19,0.35,0.52,0.32,0.18,0.41,-0.10,0.48,0.24,0.34,0.26,0.29,0.20,0.43,0.44,0.25,0.56,0.49,0.42,0.47,0.28,0.27,0.29,0.35,0.15,0.28,0.51,0.23,0.24,0.18,-0.04,0.15,0.36,0.42,0.43,0.20,0.28,0.46,0.03,0.17,-0.07,0.41,0.21,0.28,0.17,0.53,0.52,0.45,0.40,0.52,0.44,0.53,0.45,0.49,0.52,0.44,0.38,0.38,0.54,0.32,0.50,0.28,0.41,0.42,0.46,0.50,0.56,0.52,0.51,0.47,0.38,0.49,0.39,0.47,0.23,0.39,0.47,0.47,0.37,0.51,0.49,0.37,0.42,0.46,0.43,0.45,0.48,0.37,0.44,0.43,0.43,0.41,0.45,0.50,0.28,0.43,0.41,0.48,0.41,0.44,0.39,0.50,0.42,0.52,0.26,0.55,0.38,0.45,0.33,0.49,0.40,0.49,0.38,0.38,0.41,0.45,0.50,0.40,0.49,0.38,0.40,0.43,0.51,0.42,0.48,0.31,0.48,0.23,0.39,0.32,0.54
ACDC,ProFrac Holding Corp,Energy,Oil & Gas Related Equipment and Services,0.08,0.39,0.36,0.49,0.25,0.38,0.27,0.41,0.16,0.14,0.16,0.15,0.17,0.16,0.17,0.21,0.33,0.19,0.18,0.31,0.41,0.22,0.18,0.29,0.24,0.29,0.34,0.21,0.16,0.27,0.11,0.36,-0.04,0.11,-0.09,0.30,0.31,0.40,0.23,0.07,0.19,0.08,0.18,0.14,0.29,0.41,0.34,0.39,0.10,0.15,0.22,0.34,0.34,0.26,0.22,0.31,0.24,0.46,0.40,0.27,0.19,0.25,0.00,0.45,0.10,0.17,0.10,0.19,0.15,0.27,0.31,0.18,0.49,0.37,0.42,0.34,0.16,0.15,0.30,0.30,0.14,0.06,0.33,0.25,0.22,0.18,0.15,0.20,0.18,0.24,0.33,0.10,0.21,0.35,0.19,0.09,0.04,0.34,0.18,0.14,0.09,0.41,0.41,0.29,0.68,0.43,0.28,0.42,0.29,0.45,0.38,0.30,0.39,0.37,0.38,0.26,0.41,0.22,0.25,0.37,0.32,0.35,0.46,0.38,0.29,0.39,0.24,0.42,0.36,0.39,0.18,0.31,0.41,0.33,0.25,0.41,0.36,0.72,0.34,0.37,0.27,0.32,0.30,0.23,0.34,0.30,0.30,0.36,0.38,0.36,0.13,0.31,0.29,0.31,0.35,0.32,0.33,0.36,0.34,0.41,0.27,0.44,0.39,0.38,0.24,0.38,0.63,0.43,0.25,0.18,0.24,0.35,0.33,0.26,0.37,0.25,0.24,0.31,0.44,0.26,0.33,0.17,0.41,0.17,0.22,0.22,0.42
ACEL,Accel Entertainment Inc,Consumer Discretionary,Hotels & Entertainment Services,0.38,0.50,0.59,0.60,0.50,0.56,0.50,0.56,0.43,0.36,0.30,0.36,0.35,0.36,0.32,0.41,0.52,0.20,0.41,0.50,0.49,0.50,0.37,0.30,0.30,0.45,0.32,0.31,0.07,0.45,0.13,0.47,-0.09,-0.02,-0.34,0.53,0.59,0.49,0.28,-0.01,0.06,-0.03,0.43,0.00,0.33,0.48,0.47,0.57,0.33,0.43,0.48,0.48,0.43,0.46,0.46,0.51,0.23,0.27,0.47,0.45,0.15,0.45,0.04,0.49,0.36,0.44,0.22,0.45,0.33,0.51,0.42,0.46,0.61,0.54,0.35,0.54,0.34,0.44,0.35,0.46,0.18,0.28,0.56,0.29,0.40,0.25,0.02,0.22,0.41,0.44,0.54,0.10,0.41,0.46,0.10,0.09,0.04,0.47,0.22,0.34,0.30,0.58,0.57,0.46,0.38,0.52,0.47,0.56,0.53,0.55,0.49,0.37,0.48,0.39,0.51,0.33,0.46,0.40,0.42,0.47,0.49,0.51,0.55,0.57,0.46,0.53,0.50,0.51,0.35,0.45,0.25,0.49,0.46,0.46,0.30,0.49,0.53,0.39,0.47,0.54,0.41,0.38,0.47,0.47,0.49,0.30,0.46,0.37,0.59,0.57,0.37,0.38,0.40,0.44,0.44,0.51,0.49,0.48,0.49,0.55,0.23,0.57,0.48,0.55,0.26,0.46,0.35,0.42,0.33,0.35,0.41,0.52,0.52,0.44,0.43,0.45,0.50,0.43,0.49,0.50,0.52,0.35,0.51,0.13,0.36,0.49,0.57
ACGL,Arch Capital Group Ltd,Financials,Insurance,0.13,0.15,0.03,-0.03,0.15,0.11,0.12,0.09,0.16,-0.06,-0.06,-0.06,-0.08,-0.05,-0.07,0.17,0.06,0.01,-0.05,0.10,-0.14,-0.01,-0.01,0.04,-0.03,-0.01,-0.03,-0.05,-0.01,-0.09,0.09,0.09,0.07,0.07,-0.21,-0.02,0.05,0.10,-0.03,-0.04,-0.06,-0.09,-0.07,0.07,-0.08,-0.03,0.12,0.00,0.02,0.08,-0.02,-0.08,0.20,0.01,-0.07,-0.10,0.03,0.03,0.00,-0.01,-0.02,-0.04,0.01,0.01,0.08,0.06,0.13,0.07,0.12,-0.04,0.28,0.04,0.01,0.11,0.08,0.09,0.02,0.07,-0.05,-0.10,0.13,0.24,0.02,-0.01,0.00,-0.10,-0.01,-0.04,0.03,0.04,0.09,0.71,0.17,-0.09,-0.05,-0.10,-0.08,0.12,0.15,-0.04,-0.01,0.01,-0.04,0.05,0.01,0.05,0.01,0.04,0.01,-0.01,0.01,0.09,0.09,0.04,-0.04,-0.08,-0.04,0.13,0.00,-0.03,0.10,0.13,-0.03,0.09,-0.08,0.06,0.15,-0.06,0.03,-0.05,0.05,-0.02,0.07,-0.02,0.17,-0.06,0.00,-0.02,0.03,0.05,0.06,0.06,0.06,0.05,0.10,0.09,-0.09,-0.03,0.02,0.00,0.10,-0.06,0.01,0.06,0.44,0.01,0.02,-0.12,-0.02,0.02,0.02,0.00,0.00,0.03,0.11,-0.09,0.02,0.00,-0.09,-0.06,0.03,0.05,-0.04,0.06,0.13,-0.01,0.04,0.04,-0.07,0.00,-0.10,0.04,0.11,-0.04,0.08,0.03,0.02
ACHC,Acadia Healthcare Company Inc,Health Care,Healthcare Providers & Services,0.34,0.37,0.35,0.31,0.39,0.37,0.38,0.35,0.37,0.01,0.07,0.02,0.02,0.01,0.04,0.38,0.28,0.09,0.02,0.34,0.24,0.15,0.02,0.23,0.14,0.23,0.19,0.08,0.03,0.21,0.12,0.30,0.02,0.01,-0.26,0.34,0.16,0.29,0.11,0.00,-0.01,0.07,0.22,0.03,0.16,0.25,0.33,0.30,0.23,0.20,0.15,0.16,0.38,0.39,0.26,0.28,0.10,0.20,0.32,0.30,0.03,0.25,-0.03,0.23,0.20,0.31,0.34,0.31,0.33,0.26,0.26,0.31,0.26,0.35,0.24,0.35,0.20,0.29,0.27,0.22,0.13,0.44,0.30,0.13,0.13,-0.09,0.07,0.11,0.29,0.30,0.30,0.18,0.38,0.19,-0.09,0.08,-0.05,0.33,0.15,0.26,0.21,0.27,0.31,0.30,0.20,0.22,0.28,0.31,0.30,0.25,0.24,0.21,0.32,0.28,0.27,0.14,0.16,0.32,0.23,0.26,0.26,0.27,0.22,0.27,0.22,0.29,0.30,0.25,0.32,0.27,0.10,0.33,0.23,0.19,0.20,0.23,0.26,0.18,0.24,0.22,0.22,0.20,0.32,0.32,0.35,0.24,0.27,0.26,0.31,0.30,0.29,0.17,0.18,0.19,0.27,0.23,0.27,0.19,0.25,0.27,0.17,0.28,0.22,0.24,0.18,0.22,0.20,0.22,0.24,0.23,0.26,0.34,0.17,0.22,0.21,0.25,0.30,0.22,0.29,0.25,0.26,0.13,0.30,0.13,0.19,0.16,0.30
ACHR,Archer Aviation Inc,Industrials,Aerospace & Defense,0.33,0.41,0.50,0.47,0.41,0.46,0.45,0.45,0.36,0.18,0.18,0.17,0.19,0.18,0.17,0.35,0.42,0.19,0.17,0.39,0.57,0.28,0.21,0.32,0.28,0.37,0.21,0.29,-0.01,0.39,0.13,0.38,-0.05,-0.07,-0.31,0.42,0.43,0.36,0.23,-0.19,-0.06,-0.12,0.39,-0.04,0.26,0.38,0.41,0.34,0.27,0.34,0.28,0.36,0.34,0.31,0.39,0.45,0.28,0.21,0.37,0.41,0.20,0.52,0.01,0.37,0.32,0.39,0.17,0.44,0.36,0.48,0.33,0.41,0.41,0.42,0.31,0.43,0.29,0.40,0.28,0.38,0.20,0.16,0.41,0.33,0.27,0.08,-0.02,0.17,0.35,0.33,0.44,-0.02,0.35,0.44,0.01,0.18,0.02,0.41,0.25,0.23,0.23,0.52,0.49,0.43,0.29,0.40,0.43,0.52,0.52,0.46,0.43,0.35,0.58,0.33,0.46,0.40,0.34,0.35,0.40,0.48,0.41,0.44,0.44,0.46,0.41,0.44,0.30,0.44,0.35,0.31,0.25,0.46,0.39,0.40,0.27,0.53,0.49,0.25,0.47,0.45,0.39,0.34,0.37,0.42,0.43,0.27,0.42,0.41,0.46,0.41,0.22,0.40,0.34,0.43,0.28,0.52,0.52,0.48,0.41,0.48,0.19,0.50,0.44,0.36,0.24,0.37,0.29,0.32,0.40,0.38,0.35,0.44,0.46,0.31,0.33,0.43,0.53,0.39,0.43,0.42,0.38,0.29,0.42,0.15,0.35,0.16,0.50
